sep=,
project_log_link,type,client,site_name,project_no,shift_start_date,shift_start_day,night_or_day_shift,week_no,leave_place_of_rest,arrive_place_of_rest,total_travel_time,arrive_on_site,leave_site,total_site_time,time_lost,time_lost_2,time_lost_3,time_lost_4,inorail_staff,elr,postcode,miles_from,yards_from,miles_to,yards_to,total_yardage,was_shift_cancelled,staff_attended_count,subcontractors_attended_count,survey_grid,fiscal_week,fiscal_month,fiscal_quarter,fiscal_year,calendar_week,calendar_month,calendar_year
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240245_Survey_CRSA_Drainage_25-03-18_W51_Tuesday_Day_SP.xlsm,Survey,CRSA,CRSA Drainage,240245,03/18/2025,Tuesday,Day,51,07:15:00,18:15:00,03:30:00,09:00:00,16:30:00,07:30:00,00:00:00,00:00:00,00:00:00,00:00:00,Jake Winstone,MVL3,0,0,0,0,0,0,No,2,1,TBC,51,12,4,2025,12,March,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240220_Survey_DR1809-DR1810_CRSA_Drainage_25-02-17_W47_Thursday_Night_LT.xlsm.xlsm,Survey,CRSA,DR1809/DR1810,240245,02/20/2025,Thursday,Night,47,21:45:00,03:45:00,01:30:00,22:30:00,03:00:00,04:30:00,03:10:00,00:00:00,00:00:00,00:00:00,Lee Buckley,MVL3,0,0,0,0,0,0,No,2,0,TBC,47,11,4,2025,8,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240219_Survey_DR1719_CRSA_Drainage_25-02-17_W47_Wednesday_Night_LT.xlsm.xlsm,Survey,CRSA,DR1719,240245,02/19/2025,Wednesday,Night,47,21:45:00,04:45:00,01:30:00,22:30:00,04:00:00,05:30:00,02:10:00,00:00:00,00:00:00,00:00:00,Lee Buckley,MVL3,0,0,0,0,0,0,No,2,0,TBC,47,11,4,2025,8,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240219_Survey_DR1712-DR834_CRSA_Drainage_25-02-17_W47_Wednesday_Night_LT.xlsm.xlsm,Survey,CRSA,DR1712/DR834,240245,02/19/2025,Wednesday,Night,47,21:45:00,04:45:00,01:30:00,22:30:00,04:00:00,05:30:00,02:10:00,00:00:00,00:00:00,00:00:00,Lee Buckley,MVL3,0,0,0,0,0,0,No,2,0,TBC,47,11,4,2025,8,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240219_Survey_DR1712_CRSA_Drainage_25-02-17_W47_Wednesday_Night_LT.xlsm.xlsm,Survey,CRSA,DR694,240245,02/19/2025,Wednesday,Night,47,21:45:00,04:45:00,01:30:00,22:30:00,04:00:00,05:30:00,02:10:00,00:00:00,00:00:00,00:00:00,Lee Buckley,MVL3,0,0,0,0,0,0,No,2,0,TBC,47,11,4,2025,8,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240219_Survey_DR649_CRSA_Drainage_25-02-17_W47_Wednesday_Night_LT.xlsm.xlsm,Survey,CRSA,DR694,240245,02/19/2025,Wednesday,Night,47,21:45:00,04:45:00,01:30:00,22:30:00,04:00:00,05:30:00,02:10:00,00:00:00,00:00:00,00:00:00,Lee Buckley,MVL3,0,0,0,0,0,0,No,2,0,TBC,47,11,4,2025,8,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240218_Survey_DR1712-DR834_CRSA_Drainage_25-02-17_W47_Monday_Night_LT.xlsm.xlsm,Survey,CRSA,DR1712/DR834,240245,02/18/2025,Tuesday,Night,47,21:45:00,04:20:00,01:15:00,22:30:00,03:50:00,05:20:00,00:40:00,00:00:00,00:00:00,00:00:00,Lee Buckley,MVL3,0,0,0,0,0,0,No,2,0,TBC,47,11,4,2025,8,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240217_Survey_DR1747_CRSA_Drainage_25-02-17_W47_Monday_Night_LT.xlsm.xlsm,Survey,CRSA,DR1747 tree topo,240245,02/15/2025,Saturday,Night,47,22:00:00,08:00:00,02:35:00,23:20:00,06:45:00,07:25:00,02:40:00,00:00:00,00:00:00,00:00:00,Lee Buckley,MVL3,0,0,0,0,0,0,No,2,0,TBC,46,11,4,2025,7,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240207_Survey_RRAP_SURVEYS_25-02-08_W46_Saturday_Night_PS.xlsm,Survey,Amey,RRAP SURVEYS,240207,02/08/2025,Saturday,Night,46,00:00:00,00:00:00,16:30:00,23:00:00,06:30:00,07:30:00,02:40:00,00:00:00,00:00:00,00:00:00,Prem Serwinski,MDL1,0,0,0,0,0,0,No,2,0,TBC,45,11,4,2025,6,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240177_Survey_Monsall_to_Central_Park_25-05-10_W7_Saturday_Night_PS.xlsm,Survey,STORY,Monsall to Central Park,240177,05/10/2025,Saturday,Night,7,00:00:00,00:00:00,18:25:00,23:55:00,05:30:00,05:35:00,00:30:00,00:00:00,00:00:00,00:00:00,P. Serwinski,Metrolink,0,0,0,0,0,0,No,2,0,TBC,6,2,1,2026,19,May,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240177_Survey_Monsall_to_Central_Park_25-05-10_W7_Saturday_Night_PS - 1.xlsm,Survey,STORY,Monsall to Central Park,240177,05/10/2025,Saturday,Night,7,00:00:00,00:00:00,18:25:00,23:55:00,05:30:00,05:35:00,00:30:00,00:00:00,00:00:00,00:00:00,P. Serwinski,Metrolink,0,0,0,0,0,0,No,2,0,TBC,6,2,1,2026,19,May,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240099_Survey_OLDFIELD_ROAD_25-04-11_W2_Friday_DAY_KZ.xlsm,Survey,Kier,Oldfield Road,240099,04/11/2025,Friday,Day,2,05:00:00,11:30:00,02:00:00,06:00:00,10:30:00,04:30:00,00:00:00,00:00:00,00:00:00,00:00:00,K Zielinski,0,0,0,0,0,0,0,No,2,0,TBC,2,1,1,2026,15,April,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/P240207_Survey_Morley_CCTV_25-10-21_W30_Tuesday_Day_SP.xlsm,Survey,Amey,Morley CCTV,240207,10/21/2025,Tuesday,Day,30,07:30:00,19:30:00,03:40:00,09:00:00,17:20:00,08:20:00,02:00:00,00:00:00,00:00:00,00:00:00,S P,0,0,0,0,0,0,0,No,2,1,TBC,30,7,3,2026,43,October,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/P240207_Survey_Morley_CCTV_25-10-22_W30_Wednesday_Day_TM.xlsm,Survey,Amey,Morley CCTV,240207,10/22/2025,Wednesday,Day,30,06:00:00,16:00:00,04:00:00,08:00:00,14:00:00,06:00:00,05:00:00,00:00:00,00:00:00,00:00:00,TM,0,0,0,0,0,0,0,No,2,1,TBC,30,7,3,2026,43,October,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/P240207_Survey_Morley_CCTV_25-10-20_W30_Monday_Day_TM.xlsm,Survey,Amey,Morley CCTV,240207,10/20/2025,Monday,Day,30,05:00:00,17:00:00,04:00:00,06:00:00,14:00:00,08:00:00,02:00:00,00:00:00,00:00:00,00:00:00,T Moncrieff,0,0,0,0,0,0,0,No,2,1,TBC,30,7,3,2026,43,October,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25_10_13_Project_Log_P240207_Monitoting_Howley_Hill.xlsm,Survey,Amey,Howley Mill,240207,10/08/2025,Wednesday,Day,28,06:30:00,14:00:00,05:00:00,09:00:00,11:30:00,02:30:00,00:00:00,00:00:00,00:00:00,00:00:00,T Moncrieff,0,0,0,0,0,0,0,Yes,2,3,TBC,28,7,3,2026,41,October,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25_10_18_Project_Log_P240207_Monitoting_W4_Piling.xlsm,Survey,Amey,Howley Mill,240207,10/08/2025,Wednesday,Day,28,06:30:00,14:00:00,05:00:00,09:00:00,11:30:00,02:30:00,00:00:00,00:00:00,00:00:00,00:00:00,T Moncrieff,0,0,0,0,0,0,0,Yes,2,3,TBC,28,7,3,2026,41,October,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240259_CCTV Survey_WK25 _Tuesday_Night_250916_BM.xlsm,Survey,Octavius,Bristol Temple Meads,240259,09/16/2025,Tuesday,Night,25,22:00:00,05:45:00,01:30:00,22:45:00,05:00:00,06:15:00,00:00:00,00:00:00,00:00:00,00:00:00,Brad Myers,0,0,0,0,0,0,0,No,2,0,TBC,25,6,2,2026,38,September,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240259_CCTV Survey_WK30_Monday_Day_251021_BM.xlsm,Survey,Octavius,Bristol Temple Meads,240259,10/21/2025,Tuesday,Day,30,07:30:00,15:20:00,01:00:00,08:00:00,14:50:00,06:50:00,00:00:00,00:00:00,00:00:00,00:00:00,Brad Myers,0,0,0,0,0,0,0,No,2,0,TBC,30,7,3,2026,43,October,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240259_CCTV Survey_WK25 _Wednesday_Night_250917_BM.xlsm,Survey,Octavius,Bristol Temple Meads,240259,09/17/2025,Wednesday,Night,25,22:00:00,06:15:00,04:45:00,23:00:00,02:30:00,03:30:00,00:00:00,00:00:00,00:00:00,00:00:00,Brad Myers,0,0,0,0,0,0,0,No,2,0,TBC,25,6,2,2026,38,September,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/250320_Hooton_Station_GPR_Survey_WK24_Friday_250912_BM.xlsm,Survey,STORY,Hooton Station,250320,09/12/2025,Friday,Day,24,06:00:00,17:25:00,05:45:00,08:00:00,13:40:00,05:40:00,00:00:00,00:00:00,00:00:00,00:00:00,Brad Myers,0,0,0,0,0,0,0,No,2,0,OSTN15,24,6,2,2026,37,September,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240302_Utility_Survey_WK26_Days_252925.xlsm,Survey,Kier,Brewery Turnback,240302,09/25/2025,Thursday,Day,26,06:30:00,14:40:00,03:10:00,08:15:00,13:15:00,05:00:00,00:00:00,00:00:00,00:00:00,00:00:00,Brad Myers,MVM,0,0,0,0,0,0,No,2,0,TBC,26,6,2,2026,39,September,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/Project_Log_P250328_Survey__Gobewen - 1.xlsm,Survey,Super-Rod,Gobewen,250328,10/15/2025,Wednesday,Day,29,06:30:00,15:00:00,03:30:00,09:00:00,14:00:00,05:00:00,00:00:00,00:00:00,00:00:00,00:00:00,T Moncrieff,0,0,0,0,0,0,0,No,2,3,TBC,29,7,3,2026,42,October,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/Project_Log_P240299_Survey__MND_0243C_Culvert_Survey.xlsm,Survey,AMCO, MND 0243C Culvert Survey,240299,08/10/2025,Wednesday,Day,28,06:30:00,14:00:00,05:00:00,09:00:00,11:30:00,02:30:00,00:00:00,00:00:00,00:00:00,00:00:00,T Moncrieff,0,0,0,0,0,0,0,Yes,2,3,TBC,19,5,2,2026,32,August,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/Project_Log_P240207_Monitoting_Howley_Hill.xlsm,Survey,Amey,Howley Mill,240207,10/08/2025,Wednesday,Day,28,06:30:00,14:00:00,05:00:00,09:00:00,11:30:00,02:30:00,00:00:00,00:00:00,00:00:00,00:00:00,T Moncrieff,0,0,0,0,0,0,0,Yes,2,3,TBC,28,7,3,2026,41,October,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/Project_Log_P250328_Survey__Gobewen.xlsm,Survey,Super-Rod,Gobewen,250328,10/14/2025,Tuesday,Day,29,06:30:00,15:00:00,03:30:00,09:00:00,14:00:00,05:00:00,00:00:00,00:00:00,00:00:00,00:00:00,T Moncrieff,0,0,0,0,0,0,0,No,2,3,TBC,29,7,3,2026,42,October,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/P-XXXX_Survey_Richmond_Hill_Topo_25-04-14_W3_Monday_Day_JJ.xlsm,Survey,Link Contracting,Richmond Hill Topo,,04/14/2025,Monday,Day,3,07:30:00,13:50:00,03:25:00,09:35:00,12:30:00,02:55:00,00:00:00,00:00:00,00:00:00,00:00:00,Josh Jackson,0,0,0,0,0,0,0,No,2,0,TBC,3,1,1,2026,16,April,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/250180_Survey_Walpole_Utility_Survey_25-05-19_W8_Monday_Day_JW.xlsm,Survey,STORY,Walpole Utility Survey,250180,05/19/2025,Monday,Day,8,05:00:00,16:00:00,03:40:00,08:00:00,15:20:00,07:20:00,00:00:00,00:00:00,00:00:00,00:00:00,Utility_Survey,0,0,0,0,0,0,0,No,2,0,TBC,8,2,1,2026,21,May,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/P-250256_Survey_Worcester_Topo_25-10-22_W30_Wednesday_Day_JS.xlsm,Survey,AMCO,Worcester Topo,250256,10/22/2025,Wednesday,Day,30,08:30:00,15:00:00,03:30:00,09:00:00,12:00:00,03:00:00,00:00:00,00:00:00,00:00:00,00:00:00,Joe Saxon,0,0,0,0,0,0,0,No,2,0,Local,30,7,3,2026,43,October,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/250114_Survey__Whittlesea_OFF_Track_Surveys_25-10-27_W31_Monday_Night_PS.xlsm,Survey,Vextrix, Whittlesea OFF Track Surveys,250114,10/27/2025,Monday,Night,31,06:00:00,15:40:00,03:40:00,09:15:00,15:15:00,06:00:00,00:00:00,00:00:00,00:00:00,00:00:00,P. Serwinski,0,0,0,0,0,0,0,No,2,0,Pseudo OS Grid,31,7,3,2026,44,October,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/P250321_Survey_Crewe_Drainage_CCTV_25-10-27_W31_Monday_Night_TM.xlsm,Survey,STORY,Crewe Drainage CCTV,250321,10/27/2025,Monday,Night,31,21:45:00,05:00:00,02:15:00,23:00:00,04:00:00,05:00:00,00:00:00,00:00:00,00:00:00,00:00:00,TM,0,0,0,0,0,0,0,No,2,1,TBC,31,7,3,2026,44,October,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/250114_Survey__Whittlesea_OFF_Track_Surveys_25-10-28_W31_Tuesday_Day_PS.xlsm,Survey,Vextrix, Whittlesea OFF Track Surveys,250114,10/28/2025,Tuesday,Day,31,07:00:00,15:00:00,01:00:00,07:30:00,14:30:00,07:00:00,00:00:00,00:00:00,00:00:00,00:00:00,P. Serwinski,0,0,0,0,0,0,0,No,2,0,Pseudo OS Grid,31,7,3,2026,44,October,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/P250321_Survey_Crewe_Drainage_CCTV_25-10-28_W31_Tuesday_Night__TM.xlsm,Survey,STORY,Crewe Drainage CCTV,250321,10/28/2025,Tuesday,Night,31,22:00:00,05:30:00,01:50:00,23:00:00,04:40:00,05:40:00,00:00:00,00:00:00,00:00:00,00:00:00,TM,0,0,0,0,0,0,0,No,2,1,TBC,31,7,3,2026,44,October,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/250114_Survey__Whittlesea_OFF_Track_Surveys_25-10-29_W31_Wednesday_Day_PS.xlsm,Survey,Vextrix, Whittlesea OFF Track Surveys,250114,10/29/2025,Wednesday,Day,31,08:30:00,14:30:00,01:00:00,09:00:00,14:00:00,05:00:00,00:00:00,00:00:00,00:00:00,00:00:00,P. Serwinski,0,0,0,0,0,0,0,No,2,0,Pseudo OS Grid,31,7,3,2026,44,October,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/250114_Survey__Whittlesea_OFF_Track_Surveys_25-10-30_W31_Thursday_Day_PS.xlsm,Survey,Vextrix, Whittlesea OFF Track Surveys,250114,10/30/2025,Thursday,Day,31,07:20:00,12:00:00,03:10:00,07:45:00,09:15:00,01:30:00,00:00:00,00:00:00,00:00:00,00:00:00,P. Serwinski,0,0,0,0,0,0,0,No,2,0,Pseudo OS Grid,31,7,3,2026,44,October,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/P-250272_Survey_Erdington_Sation_25-10-30_W31_Thursday_Night_JS.xlsm,Survey,CK Rail,Erdington Sation,250272,10/30/2025,Thursday,Night,31,22:45:00,06:30:00,04:15:00,01:00:00,04:30:00,03:30:00,00:15:00,00:00:00,00:00:00,00:00:00,Joe Saxon,0,0,0,0,0,0,0,No,2,0,Local,31,7,3,2026,44,October,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/P250436_Survey_Hartford_CCTV_25-11-07_W32_Friday_Day_TM.xlsm,Survey,AMCO,Hartford CCTV,250436,11/07/2025,Friday,Day,32,07:00:00,16:00:00,03:00:00,08:00:00,14:00:00,06:00:00,03:00:00,00:00:00,00:00:00,00:00:00,T Moncrieff,0,0,0,0,0,0,0,No,2,3,TBC,32,8,3,2026,45,November,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/P250321_Survey_Crewe_Drainage_CCTV_25-11-10_W33_Monday_Night__TM.xlsm,Survey,STORY,Crewe Drainage CCTV,250321,11/10/2025,Monday,Night,33,23:00:00,05:30:00,02:40:00,23:30:00,04:15:00,04:50:00,00:00:00,00:00:00,00:00:00,00:00:00,T M,0,0,0,0,0,0,0,No,2,1,TBC,33,8,3,2026,46,November,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/P250321_Survey_Crewe_Drainage_CCTV_25-11-11_W33_Tuesday_Night__TM.xlsm,Survey,STORY,Crewe Drainage CCTV,250321,11/11/2025,Tuesday,Night,33,22:00:00,06:00:00,02:40:00,23:00:00,05:00:00,04:50:00,00:00:00,00:00:00,00:00:00,00:00:00,T M,0,0,0,0,0,0,0,No,2,1,TBC,33,8,3,2026,46,November,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/P250321_Survey_Crewe_Drainage_CCTV_25-11-12_W33_Wednesday_Night__TM.xlsm,Survey,STORY,Crewe Drainage CCTV,250321,11/12/2025,Wednesday,Night,33,22:00:00,06:00:00,02:40:00,23:00:00,05:00:00,04:50:00,00:00:00,00:00:00,00:00:00,00:00:00,T M,0,0,0,0,0,0,0,No,2,1,TBC,33,8,3,2026,46,November,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/P250321_Survey_Crewe_Drainage_CCTV_25-11-13_W33_Thursday_Night__TM.xlsm,Survey,STORY,Crewe Drainage CCTV,250321,11/13/2025,Thursday,Night,33,22:00:00,05:00:00,02:40:00,23:00:00,03:40:00,04:50:00,01:00:00,00:00:00,00:00:00,00:00:00,T M,0,0,0,0,0,0,0,No,2,1,TBC,33,8,3,2026,46,November,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/P250321_Survey_Crewe_Drainage_CCTV_25-11-11_W34_Monday_Night__TM.xlsm,Survey,STORY,Crewe Drainage CCTV,250321,11/11/2025,Monday,Night,34,22:00:00,05:00:00,02:40:00,23:00:00,03:40:00,04:50:00,02:15:00,00:00:00,00:00:00,00:00:00,T M,0,0,0,0,0,0,0,No,2,1,TBC,33,8,3,2026,46,November,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/P250321_Survey_Crewe_Drainage_CCTV_25-11-22_W35_Saturday_Night__TM.xlsm,Survey,STORY,Crewe Drainage CCTV,250321,11/22/2025,Saturday,Night,35,23:00:00,07:00:00,02:40:00,00:00:00,06:00:00,04:50:00,01:30:00,00:00:00,00:00:00,00:00:00,T Moncrieff,0,0,0,0,0,0,0,No,2,1,TBC,34,8,3,2026,47,November,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240259_CCTV Survey_WK35 _Tuesday_Night_251125_BM .xlsm,Survey,Octavius,Bristol Temple Meads,240259,11/25/2025,Tuesday,Night,35,18:35:00,03:25:00,03:50:00,21:50:00,02:50:00,05:00:00,00:00:00,00:00:00,00:00:00,00:00:00,Brad Myers,0,0,0,0,0,0,0,No,2,0,TBC,35,8,3,2026,48,November,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/250492_Survey_Whitehaven_Station_25-11-26_W35_Wednesday_Day_PS.xlsm,Survey,AMCO,Whitehaven Station,250492,11/26/2025,Wednesday,Day,35,05:30:00,14:15:00,02:55:00,08:10:00,14:00:00,05:50:00,00:00:00,00:00:00,00:00:00,00:00:00,P. Serwinski,CBC1,0,0,0,0,0,0,No,2,0,TBC,35,8,3,2026,48,November,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240302_Utility_Survey_WK26_Days_252923.xlsm,Survey,KEIR,Brewery Turnback,240302,09/23/2025,Tuesday,Day,26,06:40:00,18:30:00,04:15:00,08:30:00,16:05:00,07:35:00,00:00:00,00:00:00,00:00:00,00:00:00,Brad Myers,MVM,0,0,0,0,0,0,No,2,0,TBC,26,6,2,2026,39,September,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/P250321_Survey_Crewe_Drainage_CCTV_25-11-29_W35_Saturday_Night__BM.xlsm,Survey,STORY,Crewe Drainage CCTV,250321,11/29/2025,Saturday,Night,35,20:20:00,08:10:00,04:35:00,23:30:00,06:45:00,07:15:00,01:15:00,00:00:00,00:00:00,00:00:00,Brad Myers,0,0,0,0,0,0,0,No,2,1,TBC,35,8,3,2026,48,November,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/25-02-06_240356_MEC 6761B Souththorpe Farm_Thursday_Day_W45_OA.xlsm,Survey,AMCO,MEC 6761B Souththorpe Farm,240356,02/06/2025,Thursday,Day,45,06:00:00,19:00:00,05:30:00,08:00:00,15:30:00,07:30:00,00:00:00,00:00:00,02:30:00,00:00:00,,,,0,0,0,0,0,,,,,45,11,4,2025,6,February,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/P-250319_Survey_Foxfield_UWC_25-10-21_W30_Tuesday_Day_JS.xlsm,Survey,AMCO,Foxfield UWC,250319,10/21/2025,Tuesday,Day,30,05:30:00,17:30:00,05:00:00,08:30:00,15:30:00,07:00:00,05:15:00,01:15:00,00:30:00,00:00:00,Joe Saxon,0,0,0,0,0,0,0,No,2,0,Local,30,7,3,2026,43,October,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240098_Survey_Milton_Keynes_Central_25-09-25_W26_Thursday_Night_MC.xlsm,Survey,CRSA,Milton Keynes Central,240098,09/25/2025,Thursday,Night,26,20:00:00,04:00:00,05:00:00,22:30:00,01:30:00,03:00:00,04:25:00,04:25:00,00:00:00,00:00:00,Morgan Cowell,LEC1,0,49,880,50,770,1508.7599999999948,No,2,0,TBC,26,6,2,2026,39,September,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240099_Survey_Oldfield_Road_25-09-20_W26_Saturday_Night_PS.xlsm,Survey,Kier,Oldfield Road,240099,09/20/2025,Saturday,Night,26,20:00:00,04:30:00,02:00:00,21:00:00,03:30:00,06:30:00,00:45:00,00:30:00,00:00:00,00:00:00,P. Serwinski,0,0,0,0,0,0,0,No,3,3,TBC,25,6,2,2026,38,September,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/P-250322_Survey_Aldridge_Utility_Survey_25-08-30_W23_Saturday_Night_JK.xlsm,Survey,Amey,Aldridge Utility Survey,250322,08/30/2025,Saturday,Night,23,22:00:00,10:00:00,04:00:00,00:00:00,08:00:00,08:00:00,13:50:00,13:00:00,00:00:00,00:00:00,Jay Kinney,0,0,0,0,0,0,0,No,1,0,OSTN15,22,5,2,2026,35,August,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/P-250322_Survey_Aldridge_Topographical_Survey_25-08-30_W23_Saturday_Night_JK.xlsm,Survey,Amey,Aldridge Topographical Survey,250322,08/30/2025,Saturday,Night,23,22:00:00,10:00:00,04:00:00,00:00:00,08:00:00,08:00:00,01:50:00,01:50:00,00:00:00,00:00:00,Jay Kinney,CBR2,WS9 8AJ,0,0,0,0,0,No,2,0,OSTN15,22,5,2,2026,35,August,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/250006_Survey_Poynton_Station_Topo_DVS_25-07-19_W17_Saturday_Night_TM.xlsm,Survey,AMCO,Poynton_Station_Topo DVS,250006,07/19/2025,Saturday,Night,17,22:00:00,06:00:00,01:45:00,23:00:00,05:15:00,06:15:00,01:20:00,01:20:00,00:00:00,00:00:00,T Moncrieff,MCH,SK12 1HB,0,0,0,0,0,No,2,0,Existing Pseudo OSTN15,16,4,2,2026,29,July,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240146_Survey_Bishton_Level_Crossing_25-07-05_W15_Saturday_Night_OA.xlsm,Survey,Aureous(Keltbray),Bishton Level Crossing,240146,07/05/2025,Saturday,Night,15,21:00:00,09:00:00,05:00:00,23:30:00,06:30:00,07:00:00,03:40:00,03:40:00,00:00:00,00:00:00,Ovidiu Amariutei,SWM2,NP18 2DZ,152,1660,153,455,507.48999999999069,No,1,0,GWPBS09 Snakegrid,14,4,2,2026,27,July,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Primrose_Hill_DC_25-07-02_W14_Wednesday_Night_TM.xlsm,Survey,CRSA,Primrose Hill DC,240335,07/02/2025,Wednesday,Night,14,00:00:00,05:00:00,01:15:00,00:30:00,04:15:00,03:45:00,01:30:00,01:30:00,01:30:00,01:30:00,Terry Moncrieff,CWJ,NW1 8HA,1,882,1,1156,250.54999999999973,No,2,0,0,14,4,2,2026,27,July,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Primrose_Hill_DC_25-07-03_W14_Thursday_Night_OA.xlsm,Survey,CRSA,Primrose Hill DC,240335,07/03/2025,Thursday,Night,14,23:30:00,04:30:00,02:15:00,00:30:00,03:15:00,02:45:00,02:15:00,02:15:00,02:15:00,02:15:00,Ovidiu Amariutei,CWJ,NW1 8HA,1,882,1,1156,250.54999999999973,No,4,0,0,14,4,2,2026,27,July,2025
https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/x_Project-Log_Database_x/240335_Survey_Primrose_Hill_DC_25-07-01_W14_Tuesday_Night_TM.xlsm,Survey,CRSA,Primrose Hill DC,240335,07/01/2025,Tuesday,Night,14,23:45:00,04:50:00,01:05:00,00:15:00,04:15:00,04:00:00,01:50:00,01:50:00,01:50:00,01:50:00,Terry Moncrieff,CWJ,NW1 8HA,1,882,1,1156,250.54999999999973,No,2,0,0,14,4,2,2026,27,July,2025
